bookformat,desc,pages,rating,reviews,totalratings,cover_image
Mass Market Paperback,kara gillian trust like know demon summoner consultant fbi kara gillian spent past several months demon realm training recovering treachery demonic lord rhyzkahl yet though torment betrayal suffered hands continues plague let slow kara returns earth search fellow summoner held allies rhyzkahl aiding hunt kara friends fbi agents ryan kristoff zack garner however kara zack know ryan true questions loyalty threaten tear apart previously group rhyzkahl machinations run deeper could ever imagined search missing summoner takes desperate edge dangers ancient demon oaths loom enemies increase power armed skills wit attitude kara save friends price failure soul,484,4.08,257,4026,cover_images/processed_image_79913.jpg
,remaining death weapons along kid gather stage assault moon approach kishin hideout stein justin clash violent battle stein struggles maintain grip sanity justin draws power kishin inexhaustible aura madness everyone knows casualties road restoring order stein become first,202,4.33,25,1285,cover_images/processed_image_79921.jpg
Kindle Edition,everyone knows fairy tales go princess gets beautiful nabs prince leaves evil stepsisters happens ugly stepsister obnoxiously smart worst dating charming devastatingly handsome guy thing since nine quirky artistic snarky mattie lowe lead charmed life mother constantly belittling online school mean girl made mission torment mattie worst stepsister popular girl school dating mattie secret crush jake tired left done waiting fairy godmother show mattie decides change life start running senior class president ella keep prince annoying mattie going rule one even cute suddenly flirty jake going stop new release edition originally published fire ice books,224,3.83,755,3837,cover_images/processed_image_79925.jpg
ebook,sequel mind magic triad book two pack strong weakest member rocky harris knows system works bottom rung whole life alpha consigns high moon pack help improve security finds beliefs challenged outright cade montgomery confidence took hit pack cubs kidnapped watch prepared anything protect family even means working rocky maybe cade trust rocky turmoil surrounding pack alpha gray unpopular decision break tradition mate mage named simon cade knows threats someone declares war shifters puts entire pack danger cade rocky need strengths survive impending power growing attraction,206,3.96,173,1744,cover_images/processed_image_79930.jpg
Kindle Edition,kidnapped dying earth heinous tonan race piper locked small cell deprived light human companionship tormented daily basis door hell opens unexpectedly piper blinded light walks headlong massively built creature tossed shoulder taken wildest ride life placed healing jago immortal never seen living breathing female knows existence ship headed planet earth see could find rare human gifts accidently stumbled onto tonan vessel desperate find mate jago thrilled little female walked right arms though waiting unfortunately jago leader cobra asked impregnate piper thinking jago young ultimately choice piper choose,122,3.74,49,1130,cover_images/processed_image_79984.jpg
Paperback,year magic tamed another form technology practice magic rigorous discipline brother sister tatsuya miyuki shiba start first year renowned first magic high school japan school ironclad rules mean brilliant miyuki enters prestigious course older brother tatsuya relegated course beginning troubles ウィード ブルーム ウイード ウイード,286,4.12,85,2111,cover_images/processed_image_79993.jpg
Hardcover,passion kept alive may destroy saba ready seize destiny defeat demalo meets finds drawn man vision healed earth new eden demalo wants saba join life work build stable sustainable chosen young healthy jack choice clear fight demalo try stop new eden presumed dead gone undercover feeding saba crucial information secret meetings saba hides connection demalo commits fight joined brother lugh sister emmi saba leads small guerilla band settlers tonton militia odds overwhelming saba knows called angel death nothing fight demalo offers saba seductive chance may able refuse much sacrifice save people loves road never dangerous betrayal lurks unexpected places breathtaking conclusion dust lands trilogy,432,3.78,1025,8246,cover_images/processed_image_79997.jpg
Kindle Edition,kait winchester inherited special gift arapaho ancestors heal touch one would like get hands seal seems determined ignore chemistry wounded warrior finally seeks help ready nurse back navy seal lieutenant marcus cosky simcosky stranger hot water recent events boiled one hell mess team investigation hostage rescue gone wrong crazy female stalker trail last bullets took may sideline rest career kicker one woman help get back haunted fantasies teammate sister looked never touched stalker targets kait though cosky choice whatever necessary keep safe,445,4.19,295,5068,cover_images/processed_image_80003.jpg
ebook,fourth final installment riveting rt book reviews urban fantasy series renegade mage demons love complicated begin describe arcadia bell life right unnatural magical power another brush death murderous mother overbearing determined take permanent possession cady body forced delve deep mystery surrounding birth cady must uncover evil spell parents cast reverse lover lon embark dangerous journey magical past lon teenage son jupe sneaks investigation family secret uncover darker last cady worn many mage add one list,384,4.18,306,3174,cover_images/processed_image_80045.jpg
Mass Market Paperback,rest newlywed vice admiral kris longknife honeymoon gets cancelled hears space raider home world may discovered finding raiders came could key saving humanity uncovering secrets kris returns home ends tangling mutinous crew determined take dissident group leads kris straight new system filled strange deadly enemies poised wipe another sentient civilization existence kris squadron ready prevent total annihilation mutineers,384,4.13,57,1536,cover_images/processed_image_80060.jpg
ebook,sequel john story zombicorns war banks island takes place thirty years zombie apocalypse set primarily remote canadian island mia escaped lives large city surviving humans years stability zs encroach,48,3.65,139,1439,cover_images/processed_image_80061.jpg
ebook,win frightened heart bare woman would eager ryan williams mate woman glory walsh sexy bear shifter beautiful strong persistent give glory past taught one simple truth people leave get past fact left okay good reason come back try convincing glory finally agrees date ryan feels like shouting hallelujah left mate hunt man shot convincing stubborn woman permanent place side tougher date takes turn bizarre glory thanks ryan series romantic ryan never sent seems past coming back bite chance sink teeth tear life ryan bare right soul protect woman loves even warning title contains explicit sex graphic language heroine hero afraid get kinds naked,236,4.12,112,2873,cover_images/processed_image_80085.jpg
ebook,crescendo evil could destroy perfect gray court book oberon well truly lost memory came going one woman makes palms sweat heart race woman turquoise eyes beautiful voice instinct tells one save cassie knows high king truebond one man born alone restoring memory keeping black court clutches mission though success means losing yet give world back high king make soon oberon memory comes crashing back mind closed door makes one vow though beset enemies chased attacked return rightful place queen except makes good vow hell breaks loose cassie life threatened fae world bow high king pay price warning title contains explicit sex graphic language fishy shenanigans royal naughtiness,191,4.28,51,1074,cover_images/processed_image_80087.jpg
Paperback,beautiful nicole tepper hit car left dead wakes next morning nicole finds bed without scratch perhaps intoxicated usual mother giving silent treatment friends ignoring well things take turn weird nicole soon discovers actually hovering life death body lying forest spirit searching anyone hear unfortunately person dale finnigan guy publicly humiliated insult left desperate nicole choice haunt dale convince senior help find body late guy tried kill car beat finish anyone finds,203,3.97,261,1382,cover_images/processed_image_80111.jpg
ebook,sophie jordan breathtaking digital original novella set world az supposed fun summer vacation family nothing complicated quick trip test waters prepares year changes rescues drowning girl meets gorgeous human boy ever seen tate throws heart plans life upheaval closer gets harder hide secret hope future together last thing ever happen digital original perfect new firelight series well veteran fans,79,3.84,165,1583,cover_images/processed_image_80175.jpg
Hardcover,postman fell love begins tale postman encounters fledgling raven edge route decides bring home unlikely couple falls love conceives child extraordinary raven girl trapped human body raven girl feels imprisoned arms legs covets wings ability fly betwixt reluctantly grows young woman one day meets unorthodox doctor willing change complete audrey niffenegger bewitching etchings paintings raven girl explores bounds transformation possibility dark fairy tale full wonderment longing,80,3.32,760,4164,cover_images/processed_image_80222.jpg
Paperback,ever since young boy music coursed veins corp certainly seen encoding music addictive elements corp holds control citizens particularly conduits like anthem whose life energy feeds main power anthem finds hope comfort twin siblings cares even watches life drain slowly painfully father escape found underground rock band music sounds free clear unencoded deep abandoned basement band member dies suspiciously tracking overdose anthem knows time suddenly become limited revolution sings air anthem help answer call chords choice free girl loves help hinder,320,3.66,198,1214,cover_images/processed_image_80259.jpg
ebook,teenage girl named elizabeth ryan thought world coming end elizabeth daughter two selkies see passed skin mysterious cousin calls annie appears elizabeth finds things think easy forget worlds wait heroes begin easy forget things happened lights came story started one things happened one tales slipped cracks story girl named elizabeth girl named annie one another sight sounding maybe fair fairy tales never really,24,4.23,191,2556,cover_images/processed_image_80378.jpg
Paperback,protesters lay siege xavier institute professor x lies coma trapped within shattered form evil twin cassandra collecting new,224,3.98,128,3743,cover_images/processed_image_80404.jpg
ebook,journal,7,3.6,100,2014,cover_images/processed_image_80406.jpg
Paperback,secrets world deadliest mutant exposed wolverine cyclops enigmatic fantomex travel side world beyond search keys pasts however find within deadly weapon plus program may frightening worst collecting new,168,3.8,67,1765,cover_images/processed_image_80408.jpg
ebook,vampire bodyguard quinn lived last years playboy trying vain forget woman ever loved human wife rose believes rose much alive vampire lived hiding quinn years faked death hide terrible knows would drive kill powerful evil vampire threatens destroy rose quinn living descendent choice come hiding ask quinn help quinn struggles shock rose reappearance reunite battle common foe rekindle flames past passion reignites enough overcome secret separates,318,4.16,231,4207,cover_images/processed_image_80412.jpg
ebook,detective matthew bennett believe ghosts spirit murdered child leads body shaken taken case unable explain vision let go investigation matthew turns renowned medium kiernan fitzpatrick though doubts kiernan claims communicate dead matt nevertheless drawn handsome psychic awakens feelings thought haunted lingering spirit little girl kiernan compelled aid search killer chance get closer enigmatic matt unexpected bonus although kiernan betrayed people turned interested fame matt willing risk heart two men grow closer kiernan helps matt rediscover life offers love offers reason believe,217,4.01,504,3118,cover_images/processed_image_80430.jpg
ebook,last thing maldynado aristocrat current ladies wanted left charge team blew train crashed dirigible kidnapped emperor kind important amaranthe captured nefarious forge coalition sicarius find team lacking leaders also sicarius made clear maldynado life may forfeit anything happen emperor make matters worse forge cutthroats sespian young emperor believes maldynado loyalties suspect fault older brother working coalition usurp throne maldynado figure earn emperor trust quickly sespian go confront powerful enemies meanwhile amaranthe must find way escape coalition newest ally master interrogator pike man plans pull secrets head one way blood betrayal fifth novel emperor edge series,374,4.42,262,5877,cover_images/processed_image_80431.jpg
Kindle Edition,clarissa yawned rubbed eyes ever meet angel daddy asked snuggled leaned kissed forehead sure sweetheart said watch nodded sleepily night daddy love love whispered already sleeping fierce feeling protectiveness struck watched sleep doorway way anyone going take us vowed silently trial gary copper begun another murder past one would change future bradley daughter rosie stanley prepare wedding ghosts closets deal,256,4.36,100,2479,cover_images/processed_image_80437.jpg
,gasp body curls toward brennus like flower sun pleasure holds close nose grazes length neck breathes feel roar rush heartbeat toy energy streams winds invisible key back euphoria ratchets coils inside another wicked surge energy flows pain pleasure bliss jaw unclenches lips part make small breathy sound dance brennus responds something close growl ye killing mo chroí murmurs hand moves back infusing golden glow power wings punch violently tearing hole day dress spread wide like red stain beyond pale skin dancing thrill follow song comes end brennus kisses throat whispers ear ye get back come find mo chroí healed wake banjax whoever banished ye,366,4.35,736,8119,cover_images/processed_image_80451.jpg
Kindle Edition,century mystery new hope island vanishing intrigued tantalized community souls disappear leave trace behind abruptly crew mary celeste went missing lonely island hebrides without single clue nature departure doomed remain enigma forever media magnate alexander mcintyre decides harness prodigious energy bottomless wealth solving new hope mystery gathers crack team experts sparing expense pursuit answers discover terrifying inexplicable mysteries safer left unsolved cottam author five previous novels paranormal terror including times book club choice children night award winner house lost souls colony new chilling masterpiece,292,3.63,161,1344,cover_images/processed_image_80494.jpg
ebook,upon time lived three child amarrah loved grandmother stories three witches members king stories amarrah knew legacy along ancient box belonged lies charged keeping box safe amarrah heartbroken stolen moves america years later shocked see tv determined get back tracking artifact leads sergeant harrison brockson handsome soldier stirs memories man knew centuries ago ancient babylon harrison key finding could destiny prequel novella maggie shayne exciting trilogy portal,53,3.73,112,1020,cover_images/processed_image_80508.jpg
Hardcover,new york times bestselling author melissa de la cruz michael johnston comes remarkable first book spellbinding new series dawn new kind welcome new vegas city covered bling blanketed ice like much destroyed planet place knows one things never change diamond ice desert still hedonistic playground nothing keeps crowds away casino floors never mind rumors sinister sorcery heart city natasha kestal young blackjack dealer looking way like many heard mythical land simply called say paradise sun still shines waters turquoise importantly place nat persecuted even darkest secret comes passage blue treacherous impossible shot bet ragtag crew mercenaries led cocky runner named ryan wesson take danger deceit await every corner even nat wes find inexorably drawn true love survive lies fiery hearts collide fantastic tale evil men awesome power within us,320,3.56,1395,8940,cover_images/processed_image_80544.jpg
ebook,new york times bestselling author cynthia hand comes riveting original novella available ebook set world unearthly clara desperate get memories haunt wyoming visions future ready spending summer italy best friend angela perfect escape long remember angela told love dangerous must always guard heart met mysterious guy italy two years ago determined matter costs must decide whether trust clara secret telling truth risk everything cares alternating angela clara perspectives radiant chronicles unforgettable summer test bounds friendship change lives forever,94,3.84,647,7611,cover_images/processed_image_80583.jpg
Paperback,terrifying tale three friends set work renovating rundown house remote totally isolated location soon realize alone thought something wants leave meanwhile nearby town young doctor investigating suicide elderly woman discovers obsessed vanished son two stories collide shocking truth becomes horribly vein stephen king john ajvide lindqvist horrifying thriller partly based true story scariest novel yet yrsa sigurdardóttir captivated attention readers around world mystery series featuring attorney thora gudmundsdottir yrsa stun readers ghost story leave shivering,391,3.85,1184,7535,cover_images/processed_image_80585.jpg
Hardcover,sumptuous book celebrates creative vision academy filmmaker peter jackson hobbit unexpected journey packed images concept artwork photographs development paintings artists working behind scenes bring life provide detailed entertaining commentary reveals story behind vision compiled weta workshop senior concept designer daniel falconer first series lavish hardback books written designed team weta working closely production team guarantee books bursting insider information stunning visual imagery,208,4.59,92,6876,cover_images/processed_image_80683.jpg
ebook,locke key standalone story waiting glare summer three canuck gangsters pull heist dreams take perfect hiding spot isolated mansion tip lovecraft island known locally keyhouse locke key grindhouse includes expanded guide keyhouse revealing every dark corner secret room america frightening mansion,34,3.99,95,1818,cover_images/processed_image_81127.jpg
Paperback,first published journey west volume comprises first chapters anthony yu translation chi one beloved classics chinese literature fantastic tale recounts pilgrimage monk one china illustrious religious heroes journeyed india four animal disciples quest buddhist scriptures nearly thousand years exploits celebrated embellished various accounts culminating journey west combines religious allegory romance fantasy humor satire,544,4.26,100,1287,cover_images/processed_image_81207.jpg
Paperback,commander kellen earth recruiting women planet males particularly excited human anatomy seeks nothing occasional slaking needs anonymous female problem since face way accommodate special anatomical dr monica teague thrilled assignment caring garathan sexual recruits quirky looks childish excuse body guarantee never expected put kind bummer armpits horny alien overdose alien pheromones makes monica drunk ass kellen quickly claims odd little doctor another garathani realizes overdose sparks violent chain reaction monica finally wakes got body porn star two sexy alien mates determined tame determined let reader advisory contains menage trois sexual scenes,238,3.45,92,1894,cover_images/processed_image_81214.jpg
Paperback,guts black swordsman companions seen island refuge monstrous sea creatures ghost ship demonic bonebeard fact lair malefic sea god controls avenue escape guts must berserker armor give company chance survival without protective influence sorceress schierke guts risks forever lost within cursed armor becoming even greater threat comrades,211,4.41,41,1883,cover_images/processed_image_81357.jpg
Kindle Edition,special agent keegan ripley watched listened fantasized notorious vicious vince markov decade assigned task going undercover rio convince markov meet fbi bosses joining forces meeting vince gay bar keegan finds even close surveillance left completely unprepared man overwhelming sex appeal besides fighting traitorous body keegan also deal fact crush complete total sexy cold unfeeling assassin vince markov mission sent rio kill dario nardozzi child killer whose number makes sure psychopath knows rio turns biggest threat vince nardozzi one keegan ripley catches vince eye big way vince intrigued beautiful ripley interested thrown game vince another mission find hell forced work together mission becomes dangerous men battle madman feelings secrets revealed trusts betrayed lives stake vince cold heart danger melting keegan resolve resist vince buckling notoriously vicious killer fbi agent actually fall love,300,4.34,93,1557,cover_images/processed_image_81643.jpg
Mass Market Paperback,victorian london blue blood echelon nothing great houses rule city iron fist imposing strict blood taxes nation queen merely puppet lena todd makes perfect spy nobody suspects flirtatious debutante could sympathizer humanist movement haunting london vicious blue blood elite even ruthless carver one man twist around little finger one man whose kiss stricken loupe considered little blue bloods wants nothing echelon dangerous beauty drives edge control finds coded letter code matches one saw realizes trouble protect must seduce truth humanists looking start war echelon lena must race automaton stop humanist plot late fight save city brink revolution greatest danger might,437,3.96,551,5534,cover_images/processed_image_81819.jpg
Kindle Edition,humanity last encounter aliens saw sixteen point two billion people killed war merkiaari spanned decades two hundred years later alliance cautiously exploring beyond borders survey corp considered mere gesture general burgton infantry regiment believes lack expansion leading alliance stagnation one small ship discovers new alien race easy decision make contact aliens like merkiaari captain jeff colgan survey ship asn canada tip spear ship made discovery crew lives line decisions decide outcome alliance make new friends responsible another sixteen billion deaths aliens discover ship begin hunting system mission changes one study one survival,390,3.91,108,1692,cover_images/processed_image_81859.jpg
Kindle Edition,sydnee marcola greatest desire join command admiral jenetta carver region two pursuit goal achieved top grades academy advanced studies warship command institute powers chosen valuable asset sending command terminal boredom would appear greatest enemy perhaps things destined remain quiet long,328,4.1,23,1171,cover_images/processed_image_81972.jpg
Hardcover,terra never known anything life aboard asherah left earth five hundred years ago search refuge sixteen working job interest living grieving father notices yelling terra sure life inadvertently witnesses captain guard murdering innocent man terra suddenly thrust dark world beneath ship idyllic surface drawn secret rebellion determined restore power people terra discovers choices may determine life death people cares mere months go landing planet terra make decision determine fate people,448,3.61,399,2374,cover_images/processed_image_82120.jpg
ebook,emma krist dud person powerful line witches magic full figured instead thin like gorgeous talented cousins dishwater brown hair muddy hazel eyes match figures way chosen bloodlust sacrifice new vampire sovereign would want girl right mind would volunteer sex slave year giving rights body sexuality dominating male likes bite emma aiden james calls crowd picking every single female supernatural community emma know think must begin whole new life submission new master giving body soul without suffer punishment disobedience kept naked strange mirrored mansion emma teased tortured nightly master denying release whipping leisure pushes body limit begins wonder much aiden reasons erotic punishments inflicts knows something emma buried deep past key unlock hidden potential finding however may ruin everything cost emma chance happiness ever known sacrifice,244,3.63,93,1039,cover_images/processed_image_82267.jpg
Hardcover,dark horse proud present first original graphic novel eisner creator eric powell powell sowing seeds chinatown mystery wicker years bimonthly series goon salivating fans may feast eyes goon formative backstory love loss extortion lengthy tale demanded told uninterrupted format spiritual leader tennessee hero great unwashed powell escaped catastrophic death scandal bring work fruition sensitive man insensitive times warned book ai funny,128,4.35,67,1174,cover_images/processed_image_82310.jpg
Paperback,danny wormwood father satan demonic powers help fit right new york slimy television entertainment business danny best friend jesus savior humanity whose brain damage tragedy mob violence keeps performing miracles days scheduled armageddon coming right insane pope danny blood reluctant avert apocalypse withstand forces heaven hell aligned keep girlfriend blissfully dark true heritage tale armageddon garth ennis creator preacher,144,3.82,82,1578,cover_images/processed_image_82352.jpg
Kindle Edition,broken relationship tarnished lies deceit father wants dead shocking surprise could rock foundation everything believes fairy law enforcement agent dulcie face fact father head netherworld also public enemy number one joining group rebels would see father dethroned dulcie realize means go blood throw tattered relationship knight vander shock lifetime dulcie life went bad worse,193,4.07,126,3153,cover_images/processed_image_82356.jpg
Kindle Edition,thing luck lily harper definitely killed car accident time go lily learns hereafter exactly hoped might first afterlife enterprises company responsible sorting recently dead sending way kingdom aka happily ever underground city happily ever learning lily death indirectly fault guardian angel bill mia accident one employees afterlife enterprises offers lily chance live things involving afterlife beware fine print notably lily become soul retriever venturing bowels underground city retrieve souls mistakenly sent afterlife enterprises computer glitch second angel bill risking second life underground city enough lily guide underground none incompetent alcoholic womanizing guardian angel bill antithesis anything wholesome dante inferno bill help quest lily future looking finally legendary bladesmith tallis black scottish kilts heavy brogue tallis black celt reasons known offers train lily act escort depths underground city dark brooding definitely dangerous lily knows trust tallis also deny attraction soul retrieving hell dealing bill trying figure tallis lily wonders maybe would better dead,247,3.68,275,3185,cover_images/processed_image_82361.jpg
Paperback,kit colbana always biting chew knack finding trouble time though trouble finds someone past drops case lap refuse people council dying left right requested investigate deaths number one suspect lover damon clear name gets death sentence even succeeds still might try execute oh allowed tell case stakes high time around higher ever kit may forced pay ultimate price save lover life price could destroy everything loves,264,4.17,250,3081,cover_images/processed_image_82490.jpg
Kindle Edition,second steamy episode new byliner serial positron margaret atwood picks left dystopian dark comedy starved mining wholly deviant territory totalitarian state collides chaos human husband wife stan charmaine face troubles safe carefully controlled consilience social experiment lawful locked criminals roam wasteland beyond gates america margaret atwood creepily plausible near world choke collar surrender civil liberties enter funhouse someone else making,51,3.86,66,1131,cover_images/processed_image_82533.jpg
Mass Market Paperback,earth meets keltia star empires fall lore became legend ancient earth powers magic waned kelts allies fled planet freedom distant star stars home dangerous foes millenia later worlds keltia still maintained uneasy truce two enemy empires imperium phalanx start reign aeron mistress high magic queen kelts earthship made contact children earth keltia reached form alliance star fleets enemy mobilized final devastating war,432,4.04,65,1544,cover_images/processed_image_82557.jpg
Mass Market Paperback,technician roen woke started hearing voices head naturally assumed losing passenger brain ancient alien called tao whose race earth first fish crawled oceans split two opposing factions prophus savage powerful genjix aliens state civil war centuries sides searching way genjix sacrifice entire human race takes meanwhile roen train ultimate secret agent like going end,460,3.75,1028,8075,cover_images/processed_image_82564.jpg
Paperback,four wolves road paradise humans thought wolves died two centuries ago bleak wasteland survivors lurk among humans mentally cloaking animal bodies one white wolf kiba scours land scent lunar flower lead paradise,184,4.02,85,3387,cover_images/processed_image_82610.jpg
Kindle Edition,love child almost died lissa looked roff words wings rustled spoke normally involve politics veronis extent know honey two children likely die result yes know convinced ones involved crime toff life danger someone green fae village wants dead fact entire fae community begun grumble kifirin judgment looms exceptions fae focus anger blame toff fails understand everyone seems,240,4.26,33,1343,cover_images/processed_image_82643.jpg
Hardcover,final execution kicks high gear left battered beaten goes new brotherhood evil mutants last time team come together time rally survive brutal assault dissension ranks lead death plus genesis faces truth apocalypse destiny collecting uncanny material,160,4.16,58,1151,cover_images/processed_image_82649.jpg
Hardcover,perfect point featuring cast summer blockbuster marvel universe continuity zodiac rears many heads avengers must assemble combat behind group return none thanos mad titan claimed earth avengers team cosmic blockbusters guardians galaxy bring thanos pain even two mighty teams stop thanos making earth throneworld new empire explosive battle change one avengers lives forever brought marvel architect brian michael bendis collecting avengers assemble,184,3.75,114,1551,cover_images/processed_image_82652.jpg
Paperback,mightiest earth mightiest heroes back ace pilot legendary avenger one hundred percent pure carol danvers new name new mission power needs make life living hell new captain marvel carol forging challenge past firefight sky banshee squadron debut prowlers carol seen secret nasa training program mercury fit witness captain marvel blazing battlefield action may change course history avengers time travel protocols engage collecting captain marvel,136,3.86,656,8645,cover_images/processed_image_82656.jpg
Hardcover,spins saga mindy mccready tries settle life regular wants nothing dispensing hot justice scum new york city mother thinks homework reality taken sidekick training punch shoot stab like daddy would wanted return helping learn survive middle school without spilling anyone blood gets benched leaving mindy take mafia solo even may head meanwhile red mist pursues goal becoming faces final test collecting hit,136,3.9,212,2976,cover_images/processed_image_82658.jpg
Mass Market Paperback,escaping derrick cameron antiquities dealer adventurer furious priceless piece elizabethan lace pursuing slips right improbable custody mousy textile historian retrieve even means dragging skeptical albeit adorable samantha back time used living whatever century finds conscientious samantha drummond never dreamed package british employer gave would lead places ordinary gal never elizabethan england throw company one extremely attractive highly suspect highlander thinks thief insists involving mad schemes retrieve stolen lead straight trapped first elizabethan england caught web intrigues samantha derrick forced unlikely alliance peril never imagining forging timeless,353,4.14,113,1082,cover_images/processed_image_82712.jpg
Paperback,faraway planet celta forces jace bayrum always loner concerned getting adrenaline fix making money live jace cares little family ties matters heart hand glyssa licorice jace former fling true mate loving loyal determined track heartmate claim hearing jace involved accident glyssa sets find departing excavation site lost starship lugh spear though goal help jace finesse recognizing mate excavation draws thrust fate working jace glyssa electric connection years sparks intrigues jace begins realize heartmate make difference one magnetic glyssa could exactly searching,384,3.99,74,1087,cover_images/processed_image_82715.jpg
Hardcover,krina alizond metahuman universe last natural humans became extinct five thousand years ago sister goes missing embarks daring voyage across star systems find travelling last known location mysterious universe travel dangerous journey made perilous arrival assassin krina tail chasing sister life insurance policy growing signs disappearance linked one biggest financial scams known set universe saturn children years later,336,3.84,517,5435,cover_images/processed_image_82717.jpg
Kindle Edition,alternate cover edition asin found good guy runs dan miller blood everyone help restless dead cross especially haunting threatens living death parents six years ago forced dan give exchange raising brother sister struggling keep rural nc farm flamboyantly goth leif helsvin shows dan doorstep looking help evil necromancer named runar dan first instinct turn two teenagers look already got trouble handle besides sexy leif much temptation dan firmly bad boy pierced tattooed leif never sex guy twice keeps things simple especially since oath stop runar constantly drifting one town time looks like leif going need help form dan since nice guys menu leif keep hands long take stop runar latest scheme leif finds drawn deeper dan life quickly realizes danger breaking rules breaking heart well,249,4.04,177,1079,cover_images/processed_image_82765.jpg
Kindle Edition,emperor ousted throne bloodline question war descending capital forge nefarious business coalition manipulating political situation beginning ultimate weapon difficult small team outlaws amaranthe decided called rebels make difference monumental task return idealistic young sespian throne earn exoneration sought long help closest ally win respect son detests employ unprecedented new scheme preferably without destroying city process,367,4.4,217,5283,cover_images/processed_image_82768.jpg
ebook,many years ago asked original publisher mediator series back writing name jenny carroll write short story teen magazine pulse suze simon heroine series last long lost short story appears chronologically books reunion darkest hour enjoy,12,3.93,120,2699,cover_images/processed_image_82770.jpg
Kindle Edition,supposed police officer jack wardsley life ended moment partner died stabbed death deranged druggie years later jack changed man head full secrets driving insane recent record police brutality reputation following rules prompted seniors give ultimatum take weeks relax find way let go anger else find another jack board spirit kirkpatrick cruise liner built relaxation fun pretty soon however jack realises little r r last thing ever going get aboard cursed ship virus onboard making people insane bleeding eyes whole ship overrun blood death nowhere escape jack thinks number life wakes day exactly fact everything jack forced witness viral outbreak ravages ship passengers day day jack finds trapped repeating hell long jack realises others onboard like know letting,192,3.89,290,2224,cover_images/processed_image_82773.jpg
ebook,take care spirit kami said megumi burn place kami grabbed suitcases headed cabin sharing liz angela liz walked way kami sobo exaggerating said earnestly fires,13,3.77,158,1851,cover_images/processed_image_82828.jpg
Paperback,mortal enemy lady shay last kind half human half shalott blood precious aphrodisiac vampires consider precious gold though shalotts renowned assassins curse held shay lands slave auction block fate man risk viper beguiling chief deadly vampire clan ca explain longing possess beautiful shalott saved life free anything wants strangely desires blood body wants surrender save life hidden evil stalking shay since left slave market viper evil endangers existence viper kind reason court danger protect shalott love feels shay enough make willing go hell back means spending eternity arms,334,4.14,329,9333,cover_images/processed_image_82841.jpg
ebook,book enchanted series questing go magic spells illusions team defeated nefarious spellworks competition town katie chandler much director marketing starting question role msi boyfriend owen palmer hand hog heaven translating ancient powerful magical manuscript finds cryptic text describing location enchanted gem known eye moon radically changed deadly stone gives holder enhanced power others craving power caused terrible war safely hidden lost seems new york set elven brooch renders wearer invulnerable whoever brooch could take world katie owen must find anyone else ones searching need help get including katie visiting grandmother trust allies fall spell mention new enemies deadlier anything faced,278,3.84,210,2693,cover_images/processed_image_82873.jpg
ebook,hottest sex cool wolf heat sister bitten werewolf geneticist sophia reece begins researching isolates gene calls furry beast fb short excitement discovery dancing lab never good idea teeny little accident samples one canine one feline winds landing syringes pointy side werewolf chase head heels lust sophia ca stop thinking human sexy body badly wants get naked acts fleas sudden stare like wolf heat smells like cat experiences first mating heat sophia prepared new feelings experiencing secret desire chase refuses remain wraps chase wildest fantasy come true finally get hands curvy latina serious predators come sniffing around research sophia find really made chase decide man wolf enough make things permanent,159,3.89,166,2113,cover_images/processed_image_82907.jpg
Paperback,born shame cast society shape hybrid forest must fight respect get targeted youth vampire noble placed illegal slave mark forced obey matter slipping grip master abandoning prejudice regia native world forest takes job earth guarding portal using skills warrior enforce regia laws called home black ops mission forest must put aside prejudice transport vampire prince syrus enemy territory time war prince syrus mage master blood kata wants forest ever wanted anything spite mutual mistrust attraction denied danger mission secrets keep matter feel forest forbidden,234,3.92,360,6117,cover_images/processed_image_82911.jpg
Kindle Edition,planet eno stands mountain never summited many tried climbing season finds three teams making bid murderous peak one man among discover ugly truths fates worse death fates worse obscurity remembered forever curse,12,3.72,122,1678,cover_images/processed_image_82919.jpg
Kindle Edition,ewzad vriil keep fallen justan reunited friends kingdom remains turmoil mother moonrats still builds dark prophet army monsters mountains battle academy forces justan bonds fist gwyrtha made stronger faster learns powers questions seeks bonding wizard master coal hoping man teach needs know magic hurts bonded deathclaw freed talon ewzad vriil power find longer sister used know meanwhile new creature born beast designed hunt dragons survive hunt bandham,424,4.12,40,1801,cover_images/processed_image_82980.jpg
Hardcover,heaven prison hell would ultimate fantasy enter world video game realm go work worry health look like hero goddess fly slay dragons yet feels completely real realm consequences would worst nightmare stuck endless state war chaos pain fear feels real even death offer prison playground heaven hell find action sprawling adventure merciless satire outrageous humour like never bedlam,376,3.75,174,1577,cover_images/processed_image_83010.jpg
Hardcover,thousand years future mankind making way universe massive generation steel breeze blue remembered earth sequel standalone novel happens set universe revolves around members akinya central character chiku totally new although closely related characters first book action involves expedition extrasolar planet aboard caravan huge iceteroid tension human artificial intelligence course lots elephants,496,4.03,356,5995,cover_images/processed_image_83011.jpg
Mass Market Paperback,brewing magically spiced treats honeybee bakery volunteering local conservation group katie lightfoot barely time see firefighter boyfriend declan mccarthy much less delve destiny witch avoiding fate wo easy whipping new katie finds mixed fellow volunteer conservation group found dead katie mystical senses tell death meets eye suspicions confirmed members coven targeted next katie embrace powers quickly may find chewed spit serious black magic,336,3.95,311,4165,cover_images/processed_image_83066.jpg
